vocabulary,originalEntry,explanation,example,pinYin,location,place,source
搨草(搨草),塌草,锄草（鋤草）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·车墩,车墩镇志
搨草(搨草),塌草,用锄除草（用鋤除草）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·石湖荡,石湖荡镇志
搨草(搨草),塌草, 除草（除草）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·新桥,新桥镇志
搨草(搨草),塌草,除草。（除草。）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·五里塘,茸北镇志
搨草(搨草),塌草,除草（除草）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·仓桥,永丰街道志
搨草(搨草),拓草,锄去杂草（鋤去雜草）,[暂无],拼音暂无(IPA暂无),本沪小片,南汇·祝桥,陈胡村志
搨草(搨草),塔草,锄草（鋤草）,[暂无],拼音暂无(IPA暂无),本沪小片,南汇·祝桥,祝桥镇志
搨草(搨草),塌草,"锄草(为棉花塌草也称塌花,为毛豆塌草也称塌毛豆,以此类推) （鋤草(爲棉花塌草也稱塌花,爲毛豆塌草也稱塌毛豆,以此類推)）",[暂无],拼音暂无(IPA暂无),华娄小片,松江·九亭,九亭镇志
搨草(搨草),搨草,除草（除草）,[暂无],拼音暂无(IPA暂无),泖西小片,松江·新浜,新浜镇志
搨草(搨草),搨草,除草、锄草（除草、鋤草）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·小昆山,小昆山镇志
搨草(搨草),搨草,除草（除草）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·佘山,佘山镇志
搨床(搨床),[原写法即现写法],长期卧病在床（長期臥病在牀）,[暂无],thaeq⁴ zaon⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
搨床搨蓆(搨床搨蓆),[原写法即现写法],[空] （[空]）,[暂无],thaeq³ zaon⁵⁵ thaeq⁵ zieq³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
搨豆沙(搨豆沙),[原写法即现写法],将赤豆等加工成豆沙。（將赤豆等加工成豆沙。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
搨粉(搨粉),拓粉,抹粉（抹粉）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·亭林,亭新乡志
搨花(搨花),[原写法即现写法],为棉花除草（爲棉花除草）,[暂无],thaeq⁴ ho⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
搨花(搨花),搨花,棉田里除草、松土（棉田裏除草、松土）,推薦寫法爲“搨花”,拼音暂无(IPA暂无),华娄小片,上海·吴泾,金红村志
搨花(搨花),塔花,棉田松土、除草（棉田松土、除草）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·胡桥,胡桥续志
搨花(搨花),搨花,棉田锄草（棉田鋤草）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志
搨花(搨花),撻花,在棉田松土（在棉田松土）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·金山卫,金卫志
搨花(搨花),搨花,棉花松土锄草（棉花松土鋤草）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·吕巷,马新村志
搨花(搨花),撻花,在棉田松土（在棉田松土）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·金山卫,横浦村志
搨花(搨花),搭花,棉花地里除草松土（棉花地裏除草松土）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·新农,温河村志
搨花(搨花),搨花,给棉花地松土锄草（給棉花地松土鋤草）,[暂无],拼音暂无(IPA暂无),华娄小片,金山,金山县志
搨货(搨貨),[原写法即现写法],同【催=】 （同【催=】）,[暂无],thaeq⁴ fu³⁵(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
搨开眼襻(搨開眼襻),[原写法即现写法],张开眼，刚从睡梦中醒来（張開眼，剛從睡夢中醒來）,[暂无],thaeq⁴ khe⁵³ ngae²² phae³⁵(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
搨浪(搨浪),塌琅（漁民叫法）,揩布（揩布）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·山阳,渔业村志
搨卵药(搨卵藥),[原写法即现写法],办事马虎。（辦事馬虎。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
搨帽(搨帽),[原写法即现写法],鸭舌帽（鴨舌帽）,[暂无],thaeq⁴ mau³⁵(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
搨米(搨米),[原写法即现写法],同【舂tsen米】。（同【舂tsen米】。）,[暂无],thaeq⁴ mi⁴⁴(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
搨皮(搨皮),[原写法即现写法],①淘气的。（①淘氣的。）,[暂无],thaeq⁴ bi⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
搨皮(搨皮),[原写法即现写法],②无赖。（②無賴。）,[暂无],thaeq⁴ bi⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
搨皮(搨皮),[原写法即现写法],tʰæʔ²² bi⁵³ 扯平。（tʰæʔ²² bi⁵³ 扯平。）,[暂无],thaeq bi (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
搨巧货(搨巧貨),[原写法即现写法],占便宜，买到便宜的好货。（佔便宜，買到便宜的好貨。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
搨巧货(搨巧貨),搨巧貨,买到便宜好货（所购商品价廉物美） （買到便宜好貨（所購商品價廉物美））,[暂无],拼音暂无(IPA暂无),本沪小片,川沙·张江,张江镇志
搨巧货(搨巧貨),搨巧貨,占便宜，买到便宜的好货（佔便宜，買到便宜的好貨）,[暂无],拼音暂无(IPA暂无),本沪小片,川沙·金桥,金桥镇志
搨水眼药(搨水眼藥),[原写法即现写法],糊弄人（糊弄人）,[暂无],thaeq⁴ sy³³ ngae⁵⁵ yaq³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
搨田(搨田),[原写法即现写法],同【坌田】。（同【坌田】。）,[暂无],thaeq⁵ di⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
搨相赢(搨相贏),塌相贏,占便宜（佔便宜）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·莘庄,莘庄志
搨相赢(搨相贏),[原写法即现写法],占便宜。（佔便宜。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
搨相赢头(搨相贏頭),塌相贏頭,占便宜（佔便宜）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·颛桥,颛桥志
搨相赢头(搨相贏頭),塌相贏頭,占便宜（佔便宜）,[暂无],拼音暂无(IPA暂无),本沪小片,南汇·芦潮港,芦潮港镇志
搨相赢头(搨相贏頭),塌相贏頭,占小便宜（占小便宜）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·胡桥,胡桥续志
搨相赢头(搨相贏頭),塌相贏頭,占便宜（佔便宜）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·塘外,塘外续志
搨相赢头(搨相贏頭),塌相贏頭,言语上占人便宜（言語上占人便宜）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·邬桥,邬桥续志
搨相赢头(搨相贏頭),塌相贏頭,占便宜（佔便宜）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·泗泾,泗泾镇志
搨相赢头(搨相贏頭),塔相贏頭,占小便宜（占小便宜）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·张泽,张泽志
搨相赢头(搨相贏頭),塌相贏頭,占便宜（佔便宜）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·青村,青村志
搨相赢头(搨相贏頭),塌相贏頭,贪便宜（貪便宜）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·四团,四团续志
搨相赢头(搨相贏頭),塌相贏頭,占便宜。（佔便宜。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·四团,四团志
搨相赢头(搨相贏頭),塌相贏頭,占便宜（佔便宜）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·光明,光明志
搨相赢头(搨相贏頭),塌相贏頭,以语言占别人便宜（以語言占別人便宜）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·萧塘,萧塘志
搨相赢头(搨相贏頭),塌相贏頭,占便宜（佔便宜）,[暂无],拼音暂无(IPA暂无),华娄小片,青浦·香花桥,香花桥志
搨相赢头(搨相贏頭),塌相贏頭,占便宜。（佔便宜。）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·新桥,新桥镇志
搨相赢头(搨相贏頭),塔相贏頭,嘴上占便宜（嘴上佔便宜）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·叶榭,叶榭志
搨相赢头(搨相贏頭),塔相贏頭,占便宜（佔便宜）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·柘林,柘林志（农民）
搨相赢头(搨相贏頭),塔相贏頭,占便宜（佔便宜）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·塘外,盐行村志
搨相赢头(搨相贏頭),[原写法即现写法],占便宜。（佔便宜。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
搨相赢头(搨相贏頭),榻相贏頭,占人便宜（占人便宜）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·泰日,泰日志
搨眼药(搨眼藥),[原写法即现写法],引申为聊以自慰地饱饱眼福。（引申爲聊以自慰地飽飽眼福。）,[暂无],thaq³ nge⁵⁵ yaq²(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
搨药(搨藥),[原写法即现写法],敷药，上药（敷藥，上藥）,[暂无],thaeq⁴ yaq⁴(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
搨药膏(搨藥膏),[原写法即现写法],搽药膏。（搽藥膏。）,[暂无],thaeq³ yaq⁵ kau²¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
搨药膏(搨藥膏),搨藥膏,涂药膏（塗藥膏）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
搨药水(搨藥水),[原写法即现写法],涂药水（涂藥水）,[暂无],thaeq⁴ yaq⁴ sy⁴⁴(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
搨油(搨油),[原写法即现写法],涂油。（塗油。）,[暂无],thaeq³ yeu⁴⁴(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
踏(踏),[原写法即现写法],dæʔ²³ ①踩。②骑车载人或物：~菜| ~侬到长风公园去。（dæʔ²³ ①踩。②騎車載人或物：~菜 | ~儂到長風公園去。）,[暂无],daeq (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
踏板(踏板),[原写法即现写法],为防潮而在床前放的木踏板。（爲防潮而在床前放的木踏板。）,[暂无],daeq² pae²²(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
踏边(踏邊),[原写法即现写法],用缝纫机缝衣裳的边。（用縫紉機縫衣裳的邊。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
踏边(踏邊),踏邊,用缝纫机缝边（用縫紉機縫邊）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
踏扁之(踏扁之),踏扁之,走之儿（走之兒）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
踏步(踏步),[原写法即现写法],②上楼梯的石阶。（②上樓梯的石階。）,[暂无],daeq² bu(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
踏步(踏步),[原写法即现写法],①房门口的台阶。（①房門口的臺階。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
踏步(踏步),[原写法即现写法],③木质台阶（③木質臺階）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
踏步(踏步),踏步,202-202,[暂无],拼音暂无(IPA暂无),本沪小片,川沙,浦东老闲话
踏步(踏步),踏步,屋门口的一级或几级石条，供进出时踏步上下（屋門口的一級或幾級石條，供進出時踏步上下）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
踏步级(踏步級),[原写法即现写法],同【踏步】 （同【踏步】）,[暂无],daq¹ bu²² ciq²(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
踏菜(踏菜),[原写法即现写法],dæʔ²² tsʰe³⁵ 骑三轮车运载蔬菜，拿到城里去卖。（dæʔ²² tsʰe³⁵ 騎三輪車運載蔬菜，拿到城裏去賣。）,[暂无],daeq tshe (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
踏车(踏車),[原写法即现写法],踏水车。汲水农具，用于灌溉农田。车体长如龙，斗板似龙骨，故名。有人力、风力、牛力三种。（踏水車。汲水農具，用於灌溉農田。車體長如龍，鬥板似龍骨，故名。有人力、風力、牛力三種。）,[暂无],daeq² tsho⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
踏车(踏車),[原写法即现写法],人力踏踩水车把水从河中取至田里（人力踏踩水車把水從河中取至田裏）,[暂无],daeq² tsho⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
踏沉船(踏沉船),[原写法即现写法],落井下石（落井下石）,[暂无],daeq² zen⁵⁵ ze⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
踏沉船(踏沉船),夾水撳、踏沉船,落井下石之意（落井下石之意）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安续志
踏沉船(踏沉船),夾水撳、踏沉船,乘机打击受难人（乘機打擊受難人）,[暂无],拼音暂无(IPA暂无),本沪小片,南汇·老港,老港镇志
踏沉船(踏沉船),踏沉船,欺凌落难者（欺淩落難者）,[暂无],拼音暂无(IPA暂无),本沪小片,南汇·三墩,三墩镇志
踏沉船(踏沉船),踏沉船,乘机打击受难人（乘機打擊受難人）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·柘林,柘林志（农民）
踏沉船(踏沉船),踏沉船,欺负弱者（欺負弱者）,[暂无],拼音暂无(IPA暂无),本沪小片,南汇·滨海,滨海旅游度假区志
踏高跷(踏高蹺),[原写法即现写法],踩高跷（踩高蹺）,[暂无],daeq² kau⁵⁵ chiau⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
踏高跷(踏高蹺),踏高蹺,踩高跷（踩高蹺）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
踏花桶(踏花桶),踏花桶,收棉花时，把蒲包放在桶内装花踏实用的木桶（收棉花時，把蒲包放在桶內裝花踏實用的木桶）,[暂无],拼音暂无(IPA暂无),本沪小片,南汇·彭镇,彭镇镇志
踏花桶(踏花桶),踏花桶,收花时装包用的桶。（收花時裝包用的桶。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志
踏机(踏機),[原写法即现写法],①缝纫机（①縫紉機）,[暂无],daeq² ci⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
踏机(踏機),[原写法即现写法],②踩缝纫机（②踩縫紉機）,[暂无],daeq² ci⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
踏级石(踏級石),[原写法即现写法],石台阶。（石臺階。）,[暂无],daq¹ ciq² zaq²(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
踏浆水(踏漿水),[原写法即现写法],dæʔ²² tɕiã²² sɿ³⁵ 踏车以轧出喂猪的浆水。（dæʔ²² tɕiã²² sɿ³⁵ 踏車以軋出餵豬的漿水。）,[暂无],daeq tsian sy (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
踏脚(踏腳),踏腳,跺脚（跺腳）,[暂无],拼音暂无(IPA暂无),,上海县,上海县志
踏脚步(踏腳步),[原写法即现写法],dæʔ²² tɕiæʔ²² bu³⁵ 踏板。（dæʔ²² tɕiæʔ²² bu³⁵ 踏板。）,[暂无],daeq ciaeq bu (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
踏脚步(踏腳步),[原写法即现写法],同【踏步】 （同【踏步】）,[暂无],daq¹ ciaq² bu²³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
踏脚踏车(踏腳踏車),[原写法即现写法],dæʔ³⁵ tɕiæʔ⁵⁵ dæʔ⁵⁵ tɕʰio⁵³ 骑自行车。（dæʔ³⁵ tɕiæʔ⁵⁵ dæʔ⁵⁵ tɕʰio⁵³ 騎自行車。）,[暂无],daeq ciaeq daeq tshio (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
踏空(踏空),踏空,工资未加上（工資未加上）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·青村,青村续志
踏杀蚂蚁(踏殺螞蟻),[原写法即现写法],行动缓慢。（行動緩慢。）,[暂无],daeq² saeq² mo²⁴ gni³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
踏杀蚂蚁(踏殺螞蟻),踏殺螞蟻,指走路太慢（指走路太慢）,[暂无],拼音暂无(IPA暂无),华娄小片,青浦·白鹤,白鹤志
踏杀著(踏殺著),[原写法即现写法],dæʔ²² sæʔ²² tsɿ³⁵ 踩死之：只虫~，忒渠。（dæʔ²² sæʔ²² tsɿ³⁵ 踩死之：隻蟲~，忒渠。）,[暂无],daeq saeq tsy (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
踏煞蚂蚁(踏煞螞蟻),踏煞螞蟻,比喻走得慢（比喻走得慢）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
踏生娘(踏生娘),[原写法即现写法],第一个看婴儿生下来的人。（第一個看嬰兒生下來的人。）,諺語：爺勿像，娘勿像，像個～。,拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
踏生娘(踏生娘),踏生娘,202-202,[暂无],拼音暂无(IPA暂无),本沪小片,川沙,浦东老闲话
踏熟脚(踏熟腳),踏熟腳,东西被偷后，怀疑是熟人所谓的说法。（東西被偷後，懷疑是熟人所謂的說法。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志
踏水(踏水),[原写法即现写法],人力踩踏水车把水从河中取来灌溉农田。（人力踩踏水車把水從河中取來灌溉農田。）,[暂无],daeq² sy²²(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
踏水(踏水),踏水,用人力踏动水车，引水灌地（用人力踏動水車，引水灌地）,[暂无],拼音暂无(IPA暂无),本沪小片,南汇·彭镇,彭镇镇志
踏水(踏水),踏水,用人力踏动水车，引水灌田。（用人力踏動水車，引水灌田。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志
踏踏滚(踏踏滾),[原写法即现写法],同【独独滚】。（同【獨獨滾】。）,[暂无],daq¹ daq² kuen²³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
踏铁车(踏鐵車),踏鐵車,踩缝纫机（踩縫紉機）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
踏痛烂脚(踏痛爛腳),[原写法即现写法],一点都碰不起。（一點都碰不起。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
踏脱镬盖(踏脫鑊蓋),[原写法即现写法],奸情败露。（姦情敗露。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
踏外跷(踏外蹺),踏外蹺,不替自己的团体谋利而去暗中帮助外人的行为。和“胳膊肘往外拐”义同。（不替自己的團體謀利而去暗中幫助外人的行爲。和“胳膊肘往外拐”義同。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志
踏勿杀蜊蜞(踏勿殺蜊蜞),[原写法即现写法],脾气好但又极为难缠，不轻易罢休的人（脾氣好但又極爲難纏，不輕易罷休的人）,[暂无],daeq² ueq² saeq² li¹³ ji⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
踏咸菜(踏鹹菜),[原写法即现写法],腌咸菜。（醃鹹菜。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
踏塮(踏塮),[原写法即现写法],把草木灰杂草等与牲口粪一起踩踏混合成肥料。（把草木灰雜草等與牲口糞一起踩踏混合成肥料。）,[暂无],daeq² zia³⁵(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
踏檐头(踏簷頭),踏簷頭,用草绳加固草房檐。（用草繩加固草房簷。）,[暂无],拼音暂无(IPA暂无),本沪小片,奉贤·平安,平安志
踏洋机(踏洋機),[原写法即现写法],踩缝纫机（踩縫紉機）,[暂无],daeq² yan⁵⁵ ci⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
踏洋机(踏洋機),踏洋機,踩缝纫机（踩縫紉機）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
踏药渣(踏藥渣),[原写法即现写法],病人服了中药，把药渣倾倒于大路上任人践踏，谓可使病魔转嫁他人。此俗今少见。（病人服了中藥，把藥渣傾倒于大路上任人踐踏，謂可使病魔轉嫁他人。此俗今少見。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
踏药渣(踏藥渣),踏藥渣,203-203,[暂无],拼音暂无(IPA暂无),本沪小片,川沙,浦东老闲话
澾滑(澾滑),[原写法即现写法], 小孩成长顺利，无病无灾，常用来表示祝福（小孩成長順利，無病無災，常用來表示祝福）,[暂无],thaeq⁴ vaeq⁴(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
䈳(䈳),[原写法即现写法],窗扇： （窗扇：）,窗～。,daeq8(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
䈳(䈳),䈳,老式房子的木制窗（老式房子的木制窗）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
胎本(胎本),[原写法即现写法],同【本作】。（同【本作】。）,[暂无],the³⁵ pen⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
胎本(胎本),[原写法即现写法],tʰe⁵⁵ ɓəŋ²¹ 体质：个儿小囡~好唻。（tʰe⁵⁵ ɓəŋ²¹ 體質：個兒小囡~好唻。）,[暂无],the pen (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
胎本(胎本),[原写法即现写法],体质（體質）,[暂无],tʰe⁵⁵ pəŋ²¹(IPA暂无),华娄小片,青浦·沈巷,沈巷镇张马村【散记】
胎本(胎本),[原写法即现写法],[空] （[空]）,[暂无],tʰe⁵⁵ ʔbəŋ²¹(IPA暂无),华娄小片,青浦·朱家角,朱家角镇周荡村【散记】
胎本(胎本),本作、胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·胡桥,胡桥续志
胎本(胎本),本作、胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·光明,光明志
胎本(胎本),本作、胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·萧塘,萧塘志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·莘庄,莘庄志
胎本(胎本),胎本,体质。（體質。）,[暂无],拼音暂无(IPA暂无),本沪小片,上海·新泾,新泾乡志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·颛桥,颛桥志
胎本(胎本),胎本,身体（身體）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),本沪小片,上海·虹桥,新桥村志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),本沪小片,上海·北新泾,北新泾镇志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),本沪小片,上海·梅陇,梅陇志
胎本(胎本),胎本,身体（身體）,[暂无],拼音暂无(IPA暂无),本沪小片,上海·鲁汇,鲁汇镇志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),本沪小片,南汇·书院,书院镇志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),本沪小片,南汇·康桥,康桥镇志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),本沪小片,南汇·芦潮港,芦潮港镇志
胎本(胎本),胎本,身体素质（身體素質）,[暂无],拼音暂无(IPA暂无),本沪小片,南汇·坦直,坦直镇志
胎本(胎本),胎本,身体素质（身體素質）,[暂无],拼音暂无(IPA暂无),本沪小片,南汇·三墩,三墩镇志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),本沪小片,川沙·曹路,曹路镇志
胎本(胎本),胎本,身体素质（身體素質）,[暂无],拼音暂无(IPA暂无),本沪小片,川沙·高桥,高桥镇志
胎本(胎本),胎本,身体素质（身體素質）,[暂无],拼音暂无(IPA暂无),本沪小片,川沙·严桥,严桥镇志
胎本(胎本),胎本,身体素质（身體素質）,[暂无],拼音暂无(IPA暂无),本沪小片,川沙·六里,六里镇志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),本沪小片,川沙·金桥,金桥镇志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),本沪小片,上海·梅陇,华一村民俗志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),本沪小片,上海·华泾,华泾镇志
胎本(胎本),胎本,体型（體型）,[暂无],拼音暂无(IPA暂无),嘉定片,宝山·葑塘,蛮洞生产队纪念册
胎本(胎本),胎本,身体素质（身體素質）,[暂无],拼音暂无(IPA暂无),本沪小片,川沙·合庆,合庆镇志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),本沪小片,川沙·高东,高东镇志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),本沪小片,川沙·北蔡,北蔡镇志
胎本(胎本),坦本,体质（體質）,[暂无],拼音暂无(IPA暂无),本沪小片,宝山·大场,大场乡志
胎本(胎本),胎本,身体素质（指先天的） （身體素質（指先天的））,[暂无],拼音暂无(IPA暂无),本沪小片,川沙·川沙,川沙镇志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),华娄小片,青浦·朱家角,朱家角乡志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·叶榭,叶榭志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·九亭,九亭镇志
胎本(胎本),胎本,先天性体质（先天性體質）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·车墩,车墩镇志
胎本(胎本),胎本,体形（體形）,[暂无],拼音暂无(IPA暂无),泖西小片,松江·新浜,新浜镇志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·泗泾,泗泾镇志
胎本(胎本),胎本,身体（身體）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·张泽,张泽志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·小昆山,小昆山镇志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·新寺,新寺志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉城,奉城志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·江海,树园村志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·塘外,盐行村志
